athlete_id,firstname,lastname,age,gender,country,height,arm_span,paraclimbing_sport_class,birthday
8252,Stefan,BRUGGER,,male,GER,,,,
8254,Olga,KARASKIEWICZ,,female,POL,,,,
8255,Natalia,TERLECKA,,female,POL,,,,
8256,Katarzyna,BERBEKA,,female,POL,,,,
8257,Anna,PLOSKONKA,,female,POL,,,,
8258,Igor,SINDELAR,,male,CZE,,,,
8259,Yuriy,POBEREZHETS,,male,UKR,,,,
8261,Pawel,WILKOLEK,,male,POL,,,,
8262,Pedro,CAMPOS,,male,BRA,,,,
8260,Krystian,MACIEJA,,male,POL,,,,
8264,Artyom,MUKHAMETDINOV,,male,RUS,,,,
8263,Joshua,FARRELL,,male,GBR,,,,
8266,Mateusz,ZALEWSKI,,male,POL,,,,
8267,Lukasz,KUDLA,,male,POL,,,,
8265,Szymon,JAKUBOWSKI,,male,POL,,,,
8268,Paula,VANA,,female,ROU,,,,
8269,Catherine,WHITEMAN,,female,GBR,,,,
8270,Andrea,RATTI,,male,ITA,,,,
8271,Remi,BOURSON,,male,FRA,,,,
8272,Jonathan,STOCKING,,male,GBR,,,,
8273,Evan,GRAHAM,,male,USA,,,,
8274,Alexandru,DRAGOMIR,,male,ROU,,,,
8275,Melissa,MAIN,,female,USA,,,,
8277,Anthon,SWAHN,,male,SWE,,,,
8276,Bengu,SULUSOGLU,,female,TUR,,,,
8278,Can Furkan,ERBAY,,male,TUR,,,,
8279,Ridvan Baris,SILIGUR,,male,TUR,,,,
8280,Ahmet Muhammed,HAZAR,,male,TUR,,,,
8282,Strahinja,TRECAKOV,,male,SRB,,,,
8283,Burak,YILDIRIM,,male,TUR,,,,
8281,Oleksandr,MANDRENKO,,male,UKR,,,,
8284,Orun,ONAT,,male,TUR,,,,
8285,Ismail Kerem,BILGIN,,male,TUR,,,,
8286,Lenka,FRUHBAUEROVA,,female,CZE,,,,
8287,Klara,KANOVA,,female,CZE,,,,
8288,Barbora,SKORPILOVA,,female,CZE,,,,
8289,Adela,BURDOVA,,female,CZE,,,,
8291,Romane,HERSON,,female,BEL,,,,
8290,Romana,SLOSAROVA,,female,SVK,,,,
8292,Caitlin,WALLACE,,female,GBR,,,,
8293,Laura,BAERT,,female,BEL,,,,
8294,Antonia,FLOROVA,,female,BUL,,,,
8295,Katerina,SVECOVA,,female,CZE,,,,
8296,Viktoria,BALCHEVA,,female,BUL,,,,
8297,Anna,OBROCNIKOVA,,female,CZE,,,,
8298,Matilda,INGELIN,,female,SWE,,,,
8301,Marco,MAASS,,male,AUT,,,,
8300,Jakub,KRALOVIC,,male,SVK,,,,
8302,Aviv,SALMAN,,male,ISR,,,,
8299,Erik,KOVÁČ,,male,SVK,,,,
8303,Ignace,DEBREYNE,,male,BEL,,,,
8306,Jan,PACINA,,male,CZE,,,,
8305,Michal,SOURAL,,male,CZE,,,,
8307,Lukas,BERRO,,male,CZE,,,,
8308,Jiri,ROMANOVSKY,,male,CZE,,,,
8304,Marcin,IWANICKI,,male,POL,,,,
8309,Michal,LODZIŃSKI,33.0,male,POL,180.0,,,1990-10-30
8310,Matous,POKORNY,34.0,male,CZE,,,,1990-08-13
8311,Julia,BUTENKO,,female,RUS,,,,
8314,Ganna,KARABUTOVA,,female,UKR,,,,
8312,Viktoriya,STRUTSKA,,female,UKR,,,,
8313,Ronja,KELLNER,,female,GER,,,,
8315,Oliwia,MASICZ,,female,POL,,,,
8316,Ganna,KHOKHLOVA,,female,UKR,,,,
8317,Paula,BEZARES BATISTA,,female,ESP,,,,
8319,Julia-Christina,GEBHARDT,,female,GER,,,,
8318,Julia,GEBHARDT,,female,GER,,,,
8320,Lisa,BÄHR,,female,GER,,,,
8321,Svetlana,OKOLNICHNIKOVA,,female,RUS,,,,
8324,Rosa,WINDELBAND,,female,GER,,,,
8325,Sheila,ALLUEVA MARTIN,,female,ESP,,,,
8322,Emilie,BISCAY,,female,FRA,,,,
8327,Louise,THARANDT,,female,GER,,,,
8329,Ivan,SPITSYN,,male,RUS,,,,
8328,Grygorii,SHMYGELSKII,,male,UKR,,,,
8326,Lara,SALZER,,female,GER,,,,
8330,Andriy,BYELYY,,male,UKR,,,,
8331,Thomas,ANQUETIL,,male,FRA,,,,
8333,Fabian,AMPROSI,,male,AUT,,,,
8334,Max,HERRMANN,,male,GER,,,,
8332,Allan,MOMIROVIC,,male,FRA,,,,
8337,Albert,FLAQUÉ ROIG,,male,ESP,,,,
8338,José Miguel,MARTÍN RODRIGUEZ,,male,ESP,,,,
8339,Joseph,WETZEL,,male,GER,,,,
8341,Rebecca,HALL,,female,GBR,,,,
8335,Jan,NAUBER,,male,GER,,,,
8340,Helene,DOSSERAY,,female,BEL,,,,
8336,Leo,EGGENWIRTH,,male,GER,,,,
8323,Katharina,VON CHAMIER,,female,GER,,,,
8343,Chantal,SNIJDER,,female,NED,,,,
8344,Svitlana,NATAROVA,,female,UKR,,,,
8346,Volodymyr,PARKHOMENKO,,male,UKR,,,,
8347,Petar,GOJTANIC,,male,CRO,,,,
8345,Mengia Rea,SPAHR,,female,SUI,,,,
8350,Petr,HARTMANN,,male,CZE,,,,
8348,Vladimir,KOLTUNOV,,male,RUS,,,,
8351,Yuriy,KRAMARENKO,,male,UKR,,,,
8352,Yevgen,KOVAL,,male,UKR,,,,
8349,Jonas,FRITSCHE,,male,SUI,,,,
8353,Filip,SIRONIĆ,,male,CRO,,,,
8354,Martin,MATIJASIC,,male,CRO,,,,
8355,Piotr,CZARNECKI,,male,POL,,,,
8356,Jan,BULEJCIK,,male,SVK,,,,
8342,Johanna,BAUMGARTL,,female,AUT,,,,
8358,Oriane,TOLLEBEEK,,female,BEL,,,,
8361,Caroline,CORCORAN,,female,USA,,,,
8359,Lindsay,MURRAY,,female,USA,,,,
8357,Anine,ERIKSEN,,female,NOR,,,,
8360,Caillin,MURRAY,,female,USA,,,,
8363,Jamie,SHOLDER,,female,USA,,,,
8362,Joana,SOUSA,,female,POR,,,,
8365,Livia,JAKOB,,female,SUI,,,,
8364,Candice,FOURCADE,,female,FRA,,,,
8367,Neza,KRUDER,,female,SLO,,,,
8371,Maria,SOARES,,female,POR,,,,
8369,Amy,KIERNAN,,female,USA,,,,
8368,Morgan,KEELER,,female,USA,,,,
8374,Ricardo,FERREIRA,,male,POR,,,,
8370,Tayler,MITCHELL,,female,USA,,,,
8373,Nathan,HADLEY,,male,USA,,,,
8372,Anaïs,LE DERF,,female,FRA,,,,
8375,Pedro,PEREIRA,,male,POR,,,,
8378,Jeremy,LACK,,male,USA,,,,
8377,Antoine,FAURE GEORS,,male,FRA,,,,
8380,Renato,PINHEIRO,,male,POR,,,,
8376,Thomas,BOIZUMAULT,,male,FRA,,,,
8381,Rui,ANTUNES,,male,POR,,,,
8383,Taja,ZORE,,female,SLO,,,,
8385,Marija,FILE,,female,SRB,,,,
8386,Paul,WILLIAMSON,,male,GBR,,,,
8382,Rafael,LOPES,,male,POR,,,,
8384,Tilka,NOVAK,,female,SLO,,,,
8390,Paula,HUFNAGL,,female,AUT,,,,
8387,Andraz,KARNICNIK,,male,SLO,,,,
8391,Manon,BAILLY,,female,BEL,,,,
8379,Helder,MARQUES,,male,POR,,,,
8393,Belinda,NAGLER,,female,AUT,,,,
8396,Lilli,FÄRBER,,female,GER,,,,
8394,Stefanie,SCHIDER,,female,AUT,,,,
8395,Michaela,ZBORILOVA,,female,CZE,,,,
8392,Andrea,SCHIDER,,female,AUT,,,,
8397,Ida,FORIERI SCHWENK,,female,ITA,,,,
8398,Manon,MATHEYS,,female,BEL,,,,
8399,Ziva,LEDINEK,,female,SLO,,,,
8400,Beatrice,CARPANI,,female,ITA,,,,
8401,Stefanie,GRICHTING,,female,SUI,,,,
8402,Fanny,ALAVOINE,,female,FRA,,,,
8389,Matilda,NORDMAN,,female,FIN,,,,
8403,Paula,ALSINA ROSANAS,,female,ESP,,,,
8404,Malgorzata,SZYMANSKA,,female,POL,,,,
8406,Camille,DUHOUX,,female,BEL,,,,
8408,Arno,VILLENAVE,,male,FRA,,,,
8405,Luisa Vittoria,POMONI,,female,ITA,,,,
8409,Alexander,KÖLL,,male,AUT,,,,
8388,Gasper,VRHOVNIK,,male,SLO,,,,
8407,Oleksandra,TYKHONOVA,,female,UKR,,,,
8410,Gaël,MARTY,,male,FRA,,,,
8411,Tim,HASENBICHLER,,male,AUT,,,,
8412,Matteo,GEROSA,,male,ITA,,,,
8413,Alexandre,TRIBOUT,,male,FRA,,,,
8417,Manuel,STEINER,,male,AUT,,,,
8415,Lukas,HUTER,,male,AUT,,,,
8420,Alex,WALPOTH,,male,ITA,,,,
8414,Anton,PONOMAREV,,male,RUS,,,,
8416,Rasmus,SCHWERIN,,male,SWE,,,,
8418,Robin,PERRIARD,30.0,male,SUI,,,,1994-05-30
8419,Matej,HLAVACEK,,male,CZE,,,,
8422,Gustaw,CHOJNOWSKI,,male,POL,,,,
8423,Stefan,KOLEV,,male,BUL,,,,
8424,Michal,KRCEK,,male,CZE,,,,
8425,Fredrik,WALLEBO,,male,SWE,,,,
8426,Diogo,SILVA,,male,POR,,,,
8427,Thomas,GEIBLINGER,,male,AUT,,,,
8429,Robert,PHILLIPS,,male,GBR,,,,
8428,Thomas,HOFER,,male,AUT,,,,
8430,Peter,HORVATH,,male,SVK,,,,
8431,Manuel,SOARES,,male,POR,,,,
8432,Michal,KMETO,,male,SVK,,,,
8433,Anna,MINAEVA,,female,RUS,,,,
8421,Michal,STEPANEK,,male,CZE,,,,
8434,Valeria,BARANOVA,,female,RUS,,,,
8435,Sofia,PORSCHA,,female,GER,,,,
8436,Maria Sandbu,DAVIES,,female,NOR,,,,
8437,Suzannah,ZITTER,,female,GBR,,,,
8438,Maja Julie,ZAJONC,,female,GER,,,,
8439,Tamara,OMERZEL,,female,SLO,,,,
8443,Lucas Matteo,GÜNTHER,,male,GER,,,,
8442,Michele,MARCOLLA,,male,ITA,,,,
8441,Kirill,BORISOV,,male,RUS,,,,
8444,Paul,FORESTIER,,male,FRA,,,,
8440,Candice,GAUTHIER,,female,FRA,,,,
8446,Georgii,MALM,,male,RUS,,,,
8445,Jakub,KOZLOWSKI,,male,POL,,,,
8448,Jonathan,FIELD,,male,GBR,,,,
8449,Ross,KIRKLAND,,male,GBR,,,,
8450,Elias,SILVOLA,,male,FIN,,,,
8447,Leo,IMBERT,29.0,male,FRA,,,,1995-04-12
8451,Matteo,CITTADINI,,male,ITA,,,,
8453,Ellen,MACASKILL,,female,GBR,,,,
8452,Moritz,KRÄMER,,male,GER,,,,
8455,Jessica,MCCASKEY,,female,GBR,,,,
8457,Charlotte,ELLISON,,female,GBR,,,,
8456,Alice,WATERHOUSE,,female,GBR,,,,
8458,Lily,ROSENGARD,,female,GBR,,,,
8459,Rachel,COOPER,,female,IRL,,,,
8460,Harriet,HALL,,female,GBR,,,,
8461,Holly,REES,,female,GBR,,,,
8463,Steven,ADDISON,,male,GBR,,,,
8466,Jens,WALLGREN,,male,SWE,,,,
8464,Ben,PATTERSON,,male,GBR,,,,
8468,Jonny,WHITE,,male,GBR,,,,
8467,Andrew,COLLIGAN,,male,IRL,,,,
8465,Alasdair,JOHNSTONE,,male,GBR,,,,
8469,Sam,BRANNIGAN,,male,GBR,,,,
8470,Daniel,WALTON,,male,GBR,,,,
8473,Anastasiya,SAVITSKAYA,,female,RUS,,,,
8472,Dasha,SHUKLEZOVA,,female,RUS,,,,
8471,Elizaveta,SHATALOVA,,female,RUS,,,,
8454,Clara,VERGEZ,,female,GBR,,,,
8475,Roman, ASABIN,,male,RUS,,,,
8474,Roman,NOVOSELOV,,male,RUS,,,,
8478,Sergii,SYSOIEV,,male,UKR,,,,
8479,Svjatoslav,MATVEJEV,,male,LAT,,,,
8480,Aleksandr,VASILJEV,,male,LTU,,,,
8481,Hannah,BERESFORD,,female,GBR,,,,
8483,Anja,UNUK,,female,SLO,,,,
8476,Konstantin,MIKHAYLOV,,male,RUS,,,,
8484,Julie,AGLAE,,female,FRA,,,,
8485,Katrina,IVANTSIV,,female,ISR,,,,
8488,Iva,VRDOLJAK,,female,CRO,,,,
8490,Janez,SVOLJŠAK,,male,SLO,,,,
8486,Yifat,TAL,,female,ISR,,,,
8487,Ajnácska,TÁBOROSI ,,female,HUN,,,,
8492,Filippo,ANDREOLI,,male,ITA,,,,
8493,Rok,MOKOREL,,male,SLO,,,,
8495,Luka,BONEŠ,,male,SLO,,,,
8498,Chantal,GRÜNDLER,,female,AUT,,,,
8497,Jorge,DUARTE,,male,POR,,,,
8499,Eva,KNÖRNSCHILD,,female,AUT,,,,
8500,Sara,MELANCIA,,female,POR,,,,
8482,Bianca,BOMBARDI,,female,ITA,,,,
8502,Solène,MIENNE SICINSKA,,female,FRA,,,,
8501,Antonia,GANTSCHNIGG,,female,AUT,,,,
8505,Olena,SHEVTSOVA,,female,UKR,,,,
8504,Eleanor,HOPKINS,,female,GBR,,,,
8503,Kira,LOGVENOVA,,female,RUS,,,,
8506,Milena,ABDUSHAKHMANOVA,,female,RUS,,,,
8508,Aurélie,BROUSCHERT,28.0,female,LUX,,,,1996-07-05
8507,Rebekka,WALTHER,,female,SUI,,,,
8511,Laurent,THEVENOT,,male,FRA,,,,
8512,Tobias,HOFMANN,,male,AUT,,,,
8513,Elias,HOLZKNECHT,,male,AUT,,,,
8514,Maxim,DEMENTYEV,,male,RUS,,,,
8516,Tuukka,KAIPAINEN,,male,FIN,,,,
8515,Henri,HAIME,,male,FIN,,,,
8494,Pedro,GOMES,,male,POR,,,,
8496,Miha,CESNIK,,male,SLO,,,,
8518,Malik,OCAKDAN,,male,LUX,,,,
8520,Diogo,TOME,,male,POR,,,,
8519,Maksym,UNGURYAN,,male,UKR,,,,
8521,Philipp,KOBLER,,male,AUT,,,,
8523,Jeremy,VAZ,,male,FRA,,,,
8522,Hannes,PRUNSTER,,male,ITA,,,,
8524,Louis,JAQUES,,male,SUI,,,,
8462,Edward,MOWBRAY,,male,GBR,,,,
8525,Zdenek,USTOHAL,,male,CZE,,,,
8526,Moritz,WALDLEBEN,,male,GER,,,,
8510,Laura,VAN BRUYSSEL,,female,BEL,,,,
8527,Dylan,MACKENZIE,,male,GBR,,,,
8528,Manuel,SCHNEIDER,,male,ITA,,,,
8529,Oleksandr,CHAPSKYY,,male,UKR,,,,
8517,Adam,KIEPES,,male,SVK,,,,
8491,Miha,JARM,,male,SLO,,,,
8489,Julie,ANGUILLE,,female,FRA,,,,
8477,Andriy,KAZMIN,,male,UKR,,,,
8530,Oscar,KRUMLINDE,,male,SWE,,,,
8531,Radovan,SIFRA,,male,CZE,,,,
8532,Paul,ZEIMET,,male,LUX,,,,
8533,Gergely,SIMON,,male,HUN,,,,
8538,Thomas,MAZARS,,male,FRA,,,,
8539,Johannes,SCHWEITZER,,male,AUT,,,,
8540,Filip,HALAS,,male,CZE,,,,
8509,Margaryta,YELKINA,,female,UKR,,,,
8534,Oleksiy,BUK,,male,UKR,,,,
8541,Tereza,SCHLOGLOVA,,female,CZE,,,,
8537,Stephan,DE ZOLT,,male,ITA,,,,
8542,Aurélie,VERNET,,female,FRA,,,,
8543,Anja,SCHREIBER,,female,GER,,,,
8544,Elzbieta,CZECH,,female,POL,,,,
8545,Falk,OBERBACH,,male,GER,,,,
8546,Paul,HETTICH,,male,GER,,,,
8547,Romana,VLASINOVA,,female,CZE,,,,
8536,Joao,SANTOS,,male,POR,,,,
8548,Tatiana,OBRUCHEVA,,female,RUS,,,,
8535,Marc,JIMENEZ VIDAL,,male,ESP,,,,
8551,Anna,GÄRDSMO,,female,SWE,,,,
8550,Sarah,KANTSCHIEDER,,female,AUT,,,,
8552,Patrycja,NALEPA,,female,POL,,,,
8553,Dominika,NALEPA,,female,POL,,,,
8554,Karin,TOMAZIC,,female,SLO,,,,
8549,Evgeniia,NIKULINA,,female,RUS,,,,
8555,Marketa,PAVLICKOVA,,female,CZE,,,,
8556,Corentin,RIO,,male,FRA,,,,
8559,Chaiya,GARCIA,,male,ESP,,,,
8557,Pol,PALAU,,male,ESP,,,,
8558,Antoine,DUQUENNOY,,male,FRA,,,,
8563,Elad,KUNIK,,male,ISR,,,,
8562,Cédric,BINST,,male,BEL,,,,
8560,Michael,BRÄUER,,male,AUT,,,,
8561,Mikhail,BOLGOV,,male,RUS,,,,
8564,Gergana,ATANASOVA,,female,BUL,,,,
8565,Myrto,PETALIDOU,29.0,female,GRE,158.0,,,1995-07-24
8566,Kristina,TSENEVA,,female,BUL,,,,
8568,Matteo,BELTRAME,,male,ITA,,,,
8569,Themistoklis,DRIVAS,,male,GRE,,,,
8567,Martin,MOROZ,,male,BUL,,,,
8570,Meije,VELLOT,,female,FRA,,,,
8571,Mathilde,ROUSSIER,,female,FRA,,,,
8573,Svana,BJARNASON,,female,FRA,,,,
8572,Jessica,MATEUS,,female,POR,,,,
8575,Matteo,LAGGIA,,male,ITA,,,,
8577,Johanna,SÖRBOM,29.0,female,SWE,,,,1994-11-09
8574,Joachim,TENSING,,male,GER,,,,
8579,Katarina,BOGATAJ,,female,SLO,,,,
8580,Eva,VINK,,female,NED,,,,
8576,Maxime,GUIGONNET,,male,FRA,,,,
8578,Nadezda,SMIRNOVA,,female,RUS,,,,
8583,Jakob,ŠPAROVEC ,30.0,male,SLO,,,,1993-12-08
8581,Daniela,SERLACHIUS,,female,SWE,,,,
8582,Katariina,HAIME,,female,FIN,,,,
8584,Jure,GVOZDANOVIC,,male,SLO,,,,
8585,Oleksiy,SAMUS,,male,UKR,,,,
8586,Miha,OZIMIC,,male,SLO,,,,
8587,Yuval,KOREN,,male,ISR,,,,
8588,Yavor,PENCHEV,,male,BUL,,,,
8589,Alon,SALY,,male,ISR,,,,
8590,Matevz,POGACAR,,male,SLO,,,,
8591,Tobias,LINDER,,male,SWE,,,,
8592,Charles,KARLSSON,,male,SWE,,,,
8593,Izabela,JANIS,,female,POL,,,,
8594,Petra,VOJIROVA,,female,CZE,,,,
8595,Hanne,SCHÄCHTELE,,female,GER,,,,
8596,Agnieszka,TRACZ,,female,POL,,,,
8597,Jacek,KACZANOWSKI,,male,POL,,,,
8598,Michal,SZEREMETA,,male,POL,,,,
8599,Tomas,ZAK,,male,CZE,,,,
8601,Miroslav,DOSEDEL,,male,CZE,,,,
8600,Dominik,KMAK,,male,POL,,,,
8602,Hubert,TOBIASZ,,male,POL,,,,
8603,Jan,DOSEDEL,,male,CZE,,,,
8604,Chiara,ROGORA,,female,ITA,,,,
8606,Lara,JURISA,,female,CRO,,,,
8605,Ekaterina,DOROSHINA,,female,RUS,,,,
8608,Emilie,GUERIT,,female,BEL,,,,
8607,Laura,HORVATH,,female,HUN,,,,
8612,Liza,BERENDS,,female,NED,,,,
8614,Caroline,GORDON NIELSEN,,female,DEN,,,,
8610,Natacha,JAGD,,female,DEN,,,,
8609,Mikaela,ÖSTLING,,female,SWE,,,,
8613,Julie,ELSEVIERS,,female,BEL,,,,
8615,Filip,PECENEC,,male,CRO,,,,
8616,Andreas,FINK SIMONSEN,,male,DEN,,,,
8617,Victor Hartvig,MORTENSEN,,male,DEN,,,,
8627,Buster,MARTIN,,male,GBR,,,,
8630,Eoin,ACTON,,male,IRL,,,,
8620,Christopher,STELZMÜLLER,,male,AUT,,,,
8628,Jamie,RANKIN,,male,IRL,,,,
8611,Nikki,ADDISON,,female,GBR,,,,
8624,Andrea,NARDI,,male,ITA,,,,
8623,Antoine,MATHEYS,,male,BEL,,,,
8629,Joe,WEBER,,male,LUX,,,,
8618,Alexander,BLANKHOLM,,male,DEN,,,,
8625,Philip,SAMUELSSON FORSDIK,,male,SWE,,,,
8619,Lucas,MESNARD,,male,FRA,,,,
8621,Anthony,RICHIER,,male,FRA,,,,
8626,Alvaro,LAFUENTE LAHOZ,,male,ESP,,,,
8631,Nadia,KATANOVA,,female,UKR,,,,
8632,Levin,BALTENSPERGER,,male,SUI,,,,
8622,Nadav,COHEN,,male,ISR,,,,
8633,Jakub,HARANCZYK,,male,POL,,,,
8636,Bianca,QUERCETTI,,female,ITA,,,,
8635,Tetiana,DUDNICHENKO,,female,UKR,,,,
8634,Ilaria,GUIDOTTI,,female,ITA,,,,
8638,Andrea,BOTTO,,male,ITA,,,,
8637,Vlada,MARINOVA,,female,BUL,,,,
8640,Bogdan,KISILOV,,male,UKR,,,,
8639,Daniel,EBRECHT,,male,GER,,,,
8646,Simona,STOYANOVA,,female,BUL,,,,
8656,Anna,KEKUKH,,female,UKR,,,,
8643,Davide,DALLARI,,male,ITA,,,,
8650,Katja,PLASOUNIG,31.0,female,AUT,,,,1993-02-14
8642,Sagzhan,RAKYSHEV,28.0,male,KAZ,,,,1996-02-29
8657,Théodora,HEUBRANDNER,,female,SUI,,,,
8648,Sofia,KOTSEVA,,female,BUL,,,,
8655,Kateryna,MININA,,female,UKR,,,,
8645,Yanita,SIMEONOVA,,female,BUL,,,,
8644,Jan,SIGRIST,,male,SUI,,,,
8654,Suzanne,PRAT,,female,FRA,,,,
8647,Veronika,VASILEVA,,female,BUL,,,,
8659,Pema,SHERPA,,female,GER,,,,
8651,Claudine,DELSAUX,,female,BEL,,,,
8660,Iryna,POLSTYANKINA,,female,UKR,,,,
8658,Thea,MASERO,,female,SUI,,,,
8641,Nicolo,ACERBIS,,male,ITA,,,,
8652,Viktor,GENOV,,male,BUL,,,,
8649,Jacqueline,SABUTSCH,,female,AUT,,,,
8653,Vasil,TSVETKOV,,male,BUL,,,,
8661,Amy,SUTLEY,,female,CAN,,,,
8663,Ayesha,KHAN,,female,CAN,,,,
8664,Lucy,MITCHELL,,female,IRL,,,,
8662,Roxane,LAURENT,,female,BEL,,,,
8666,Marvin,KOBALD,,male,ITA,,,,
8665,Tristan,SCHMIDT,,male,GER,,,,
8673,Felix,DEUBLER,27.0,male,AUT,,,,1996-12-21
8667,Ivan,YALINSKIY,,male,UKR,,,,
8668,Denys,SHCHUKO,,male,UKR,,,,
8672,Roman,VASKO,27.0,male,UKR,,,,1996-10-15
8676,Denys,BERDIN,,male,UKR,,,,
8677,Sergiy,KAMYENYEV,,male,UKR,,,,
8675,Marek,SKORPIL,,male,CZE,,,,
8671,Mario,CISNEROS,,male,ECU,,,,
8674,Scott,EVELEIGH,,male,CAN,,,,
8679,Attila,KIRÁLY,,male,HUN,,,,
8669,Valentin,KONOVALOV,,male,RUS,,,,
8670,Balázs Ákos,HEGEDŰS,,male,HUN,,,,
8681,Kostiantyn,DEMCHENKO,,male,UKR,,,,
8682,Zach,WATSON,,male,CAN,,,,
8680,Sean,BEAUDOIN,,male,CAN,,,,
8678,Danyil,VEDENMIEIER,,male,UKR,,,,
8683,Károly,ALBRECHT,,male,HUN,,,,
8684,Michela,LACCHIO,,female,ITA,,,,
8686,Rica,NAUNDORF,,female,GER,,,,
8685,Serena,RINALDI,,female,ITA,,,,
8688,Marta,BONAT,,female,ITA,,,,
8687,Lisa,BINGGELI,,female,SUI,,,,
8689,Annabell,KREUZER,,female,GER,,,,
8690,Lisa,GEIGINGER,,female,AUT,,,,
8691,Marco,CAPANO,,male,ITA,,,,
8692,Lautaro Mauro,SCHWASZTA,,male,AUT,,,,
8694,Dominik,KLEIN,,male,GER,,,,
8693,Damiano,CAPULLI,,male,ITA,,,,
8706,Jonathan,BERTHE,,male,BEL,,,,
8699,Dominik,OBERMAYER,,male,AUT,,,,
8697,Manolo,DEBREYNE,,male,BEL,,,,
8700,Jan,NICKLAS,,male,GER,,,,
8702,Annika,PIDDE,,female,GER,,,,
8705,Nikki,THOLINDER WINGE,,female,SWE,,,,
8701,Richard,PARIL,,male,CZE,,,,
8703,Jessica,SVENSSON,,female,SWE,,,,
8695,Tom,HENDRIKS,,male,NED,,,,
8704,Maria,GUT,,female,GER,,,,
8707,Johannes,SCHWITZGEBEL,,male,GER,,,,
8698,Tom-Louis,GÜNTHER,,male,GER,,,,
8696,Lucas,KAISER,,male,FRA,,,,
8708,Thomas,BISCHOF,,male,AUT,,,,
8710,Filip,HOFFMAN,,male,SWE,,,,
8709,Igor,VOLKOV,,male,RUS,,,,
8711,Patrick,BREIER,,male,GER,,,,
8712,Dmitry,SHNYRIK,,male,RUS,,,,
8713,Alex,HERMANSSON,,male,SWE,,,,
8714,Joakim,RUNDIN,,male,SWE,,,,
8716,Enya,GROENLAND,,female,NED,,,,
8717,Romane,CECCHI,,female,FRA,,,,
8719,Lucien,COUSIN,,male,FRA,,,,
8715,Anna,EGLI,,female,SUI,,,,
8724,Rok,LUKAVEČKI,,male,SLO,,,,
8718,Mike,BRAND,,male,FRA,,,,
8720,Rafael,HENRIQUES,,male,POR,,,,
8721,Karin,ERJAVEC,,female,SLO,,,,
8725,Nejc,ERKLAVEC,,male,SLO,,,,
8723,Klemen,DRETNIK,,male,SLO,,,,
8722,Maša,PUČKO ,,female,SLO,,,,
8732,Auriane,FAVRIN,,female,FRA,,,,
8728,Shanu,BUFF,,female,SUI,,,,
8731,Andrina,FRUTIGER,,female,SUI,,,,
8729,Rebecca,HÖRNER,,female,GER,,,,
8730,Lova,ROSENQVIST,,female,SWE,,,,
8726,Domen,KOLENKO,,male,SLO,,,,
8733,Alice,GIANELLI,,female,ITA,,,,
8734,Maëlys,GILLART,,female,BEL,,,,
8735,Arina Cipriana,TRIFU,,female,ROU,,,,
8736,Clara Emilie Volmer,NIELSEN,,female,DEN,,,,
8737,Gracie,MARTIN,,female,GBR,,,,
8738,Maja,HINRICHSEN,,female,DEN,,,,
8740,Luca,MARZARI,,male,ITA,,,,
8741,Koen,BAEKELANDT,,male,BEL,,,,
8743,Markus,LYHNE,,male,DEN,,,,
8739,Alexandra,PROVALOVA,,female,RUS,,,,
8745,Leo,BEAUDET,,male,FRA,,,,
8744,Yannick,GLATTHARD,,male,SUI,,,,
8748,Bertil S. S.,SCHMIDT,,male,DEN,,,,
8746,Liam,THIJS,,male,BEL,,,,
8755,Nika,GALKINA,,female,RUS,,,,
8747,Angus,DAVIDSON,,male,GBR,,,,
8756,Anastasia,INOZEMTSEVA,,female,RUS,,,,
8752,Ekaterina,FEOKTISTOVA,,female,RUS,,,,
8754,Anastasiia,DOROSHENKO,,female,UKR,,,,
8742,William,FRIMOUT,,male,BEL,,,,
8749,Calum,FORSYTH,,male,GBR,,,,
8753,Sofya,BERGER,,female,RUS,,,,
8758,Aleksandr,BOLSHAKOV,,male,RUS,,,,
8757,Varvara,BYSTROVA,,female,RUS,,,,
8750,Oleksandra,BOBRIKOVA,,female,UKR,,,,
8751,Kamila,NURMANOVA,,female,KAZ,,,,
8760,Igor,RYABOV,,male,KAZ,,,,
8759,Maxim,SHCHERBAKOV,,male,RUS,,,,
8761,Denys,ROKOTYANSKII,,male,UKR,,,,
8762,Vladyslav,KODZHEBASH,,male,UKR,,,,
8765,Yevgen,FREY,,male,UKR,,,,
8764,Maksym,KOVAL,,male,UKR,,,,
8767,Ruslan,TITOV,,male,UKR,,,,
8770,Evgenii,KOZLOV,,male,RUS,,,,
8768,Ilya,PRIHODKO,,male,RUS,,,,
8778,Dawn,CLAEIJS,,female,BEL,,,,
8772,Vladyslav,SHEVCHENKO,,male,UKR,,,,
8774,Nikolay,GOLOBOKOV,,male,RUS,,,,
8775,Oleksandr,ZINOVYEV,,male,UKR,,,,
8773,Artem,BRITOV,,male,RUS,,,,
8771,Danila,KOTOV,,male,RUS,,,,
8769,Arsen,GAINANOV,,male,RUS,,,,
8779,Meret,BARATTA,,female,SUI,,,,
8780,Marion,SENONER,,female,ITA,,,,
8763,Nikita,BOTOV ,,male,RUS,,,,
8766,Valentyn,NASONOV,,male,UKR,,,,
8783,Hanna,CARLSSON,,female,SWE,,,,
8781,Laura,MASI,,female,ITA,,,,
8777,Martine,LIMSTRAND,,female,NOR,,,,
8782,Martina,BAGGETTO,,female,ITA,,,,
8784,Tom,DUREL,,male,FRA,,,,
